threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.39,0.0065793080761006595,-0.3761719392510554,0.0
0.4,0.005574136008918613,-0.39910813823857305,0.0
0.41000000000000003,0.004534890312340566,-0.4228218354968539,0.0
0.42000000000000004,0.003459808557259827,-0.44735324645369634,0.0
0.43,-0.0009974769700170152,-0.47274540867218207,0.0
0.44,-0.0021500238891543275,-0.49904443382704256,0.0
0.45,-0.0006080875646093005,-0.5262997871693523,0.0
0.46,-0.0017341756472191265,-0.554564598042859,0.0
0.47000000000000003,-0.0029027576197387522,-0.5838960055531015,0.0
0.48000000000000004,-0.0043735528685361486,-0.6143555441214305,0.0
0.49,-0.008853039543576625,-0.6460095743983211,0.0
0.5,-0.010033444816053512,-0.6789297658862876,0.0
0.51,-0.01126202989557027,-0.7131936386594772,0.0
0.52,-0.012541806020066895,-0.7488851727982164,0.0
0.53,-0.013876040703052733,-0.7860954956237104,0.0
0.54,-0.01526828558964665,-0.8249236585720519,0.0
0.55,-0.020066889632107034,-0.865477517651431,0.0
0.56,-0.02158710854363029,-0.9078747339616907,0.0
0.5700000000000001,-0.018744652718363546,-0.9522439138212649,0.0
0.5800000000000001,-0.020226150660933282,-0.9987259117693904,0.0
0.59,-0.02512439840117464,-1.04747532425157,0.0
0.6,-0.02675585284280936,-1.0986622073578594,0.0
0.61,-0.028470971614784325,-1.1524740588285738,0.0
0.62,-0.030276359795810594,-1.209118113008273,0.0
0.63,-0.032179336527162615,-1.2688240079544428,0.0
0.64,-0.03418803418803419,-1.3318468970642883,0.0
0.65,-0.03631151457238414,-1.398471094123268,0.0
0.66,-0.032067676568955344,-1.4690143615974818,0.0
0.67,-0.02736394040741868,-1.5438329786155878,0.0
0.68,-0.029264214046822758,-1.6233277591973247,0.0
0.6900000000000001,-0.03128708598554322,-1.7079512353004644,0.0
0.7000000000000001,-0.017837235228539583,-1.7982162764771465,0.0
0.7100000000000001,-0.02271940952600624,-1.8947064929073933,0.0
0.72,-0.024366937410415665,-1.998088867654085,0.0
0.73,-0.02043849869936826,-2.1091291960857177,0.0
0.74,-0.02186776434268073,-2.2287110882428607,0.0
0.75,-0.023411371237458196,-2.3578595317725752,0.0
0.76,-0.014492753623188408,-2.497770345596433,0.0
0.77,-0.015704522320779412,-2.6498473171441037,0.0
0.78,-0.017026451809060508,-2.815749467923381,0.0
0.79,-0.018474279343844567,-2.997451823538781,0.0
0.8,-0.02006688963210703,-3.19732441471572,0.0
0.81,-0.021827143108607647,-3.4182362260165475,0.0
0.8200000000000001,-0.023782980304719446,-3.6636937941285783,0.0
0.8300000000000001,-0.02596891599449146,-3.9380287231949653,0.0
0.8400000000000001,-0.028428093645484976,-4.246655518394652,0.0
0.85,-0.031215161649944253,-4.596432552954291,0.0
0.86,-0.03440038222646918,-4.996177735308169,0.0
0.87,-0.03807563673784409,-5.457422176485721,0.0
0.88,-0.04570791527313267,-5.995540691192866,0.0
0.89,-0.05077531164487687,-6.631498935846762,0.0
0.9,-0.05685618729096991,-7.39464882943144,0.0
0.91,-0.06428836863619475,-8.327387588257157,0.0
0.92,-0.0735785953177258,-9.493311036789304,0.0
0.93,-0.041089345437171555,-10.992355470616348,0.0
0.9400000000000001,-0.04905239687848389,-12.991081382385744,0.0
0.9500000000000001,-0.06020066889632117,-15.7892976588629,0.0
0.9600000000000001,-0.07692307692307708,-19.986622073578634,0.0
0.97,-0.10479375696766992,-26.982162764771438,0.0
0.98,-0.16387959866220722,-40.97324414715715,0.0
0.99,-0.3311036789297656,-82.9464882943143,0.0
