bin_center,mean_predicted,observed_rate,count
0.05,0.013216453375522711,0.11290322580645161,248
0.15000000000000002,0.1482608062830632,0.3333333333333333,15
0.25,0.24184566303359217,0.3,10
0.35000000000000003,0.368394829119832,0.5,6
0.45,0.4601891211641117,0.6,5
0.55,0.5658444704415215,0.6666666666666666,3
0.6500000000000001,0.6780647849461282,0.0,4
0.75,0.7266972590597793,0.5,4
0.8500000000000001,0.8755774365477931,1.0,1
0.95,0.9694665643547639,0.3333333333333333,3
