threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.01,0.6941672454338317,0.6941672454338317,0.0
0.02,0.6910465030402994,0.6910465030402994,0.0
0.03,0.6878614154427767,0.6878614154427767,0.0
0.04,0.6846099718536389,0.6846099718536389,0.0
0.05,0.6800838042029077,0.6812900768205193,0.0
0.060000000000000005,0.6766932731052536,0.6778995457228653,0.0
0.06999999999999999,0.6732298273603382,0.6744360999779498,0.0
0.08,0.6696910893166204,0.670897361934232,0.0
0.09,0.666074576810403,0.6672808494280147,0.0
0.09999999999999999,0.6623776973596033,0.6635839699772149,0.0
0.11,0.6585977419660888,0.6598040145837004,0.0
0.12,0.654731878495449,0.6559381511130606,0.0
0.13,0.6507771446001969,0.6519834172178085,0.0
0.14,0.6467304401492411,0.6479367127668527,0.0
0.15000000000000002,0.6425885191229688,0.6437947917405804,0.0
0.16,0.6383479809294043,0.6395542535470159,0.0
0.17,0.6340052610926213,0.635211533710233,0.0
0.18000000000000002,0.6295566212598194,0.630762893877431,0.0
0.19,0.6249981384681826,0.6262044110857943,0.0
0.2,0.6203256936067552,0.6215319662243668,0.0
0.21000000000000002,0.6155349590020003,0.6167412316196119,0.0
0.22,0.6106213850484056,0.6118276576660172,0.0
0.23,0.6055801857973149,0.6067864584149265,0.0
0.24000000000000002,0.6004063234080376,0.6016125960256492,0.0
0.25,0.5950944913550462,0.5963007639726579,0.0
0.26,0.5896390962735957,0.5908453688912073,0.0
0.27,0.5840342383132012,0.5852405109308129,0.0
0.28,0.5782736898539069,0.5794799624715186,0.0
0.29000000000000004,0.5723508724239283,0.57355714504154,0.0
0.3,0.565052559021196,0.5674651042564192,0.0
0.31,0.5587839373437528,0.5611964825789759,0.0
0.32,0.5523309444405025,0.5547434896757255,0.0
0.33,0.5456853248834237,0.5480978701186469,0.0
0.34,0.5388383229155244,0.5412508681507475,0.0
0.35000000000000003,0.5324301753734806,0.5341931891992205,0.0
0.36000000000000004,0.5251809408926418,0.5269149577804584,0.0
0.37,0.5184100178068816,0.5194056713960212,0.0
0.38,0.5107202614887739,0.5116541499669248,0.0
0.39,0.5027783820126955,0.5036484802942515,0.0
0.4,0.4945717732207479,0.4953759549658223,0.0
0.41000000000000003,0.4860869743002597,0.48682300504998877,0.0
0.42000000000000004,0.47730959610665114,0.4779751258267127,0.0
0.43,0.46822423973081084,0.4688167947008656,0.0
0.44,0.4576081337239359,0.4593313803205239,0.0
0.45,0.44664985195745155,0.4495010417808971,0.0
0.46,0.4353303846669347,0.43930661662869147,0.0
0.47000000000000003,0.4236292873887612,0.4287274961877234,0.0
0.48000000000000004,0.4114317528069036,0.41774148649902576,0.0
0.49,0.4001040705787743,0.4063246529009675,0.0
0.5,0.3860072376357056,0.3944511459589868,0.0
0.51,0.36902094975505273,0.38209300608059876,0.0
0.52,0.3591676718938479,0.36921994370727784,0.0
0.53,0.34512229551112583,0.3557990914457306,0.0
0.54,0.3274243457282215,0.3417947238684639,0.0
0.55,0.30920788098110163,0.32716793995442967,0.0
0.56,0.2915889900208356,0.3118763022261213,0.0
0.5700000000000001,0.27071001767329633,0.29587342553370544,0.0
0.5800000000000001,0.25417887299672576,0.27910850709403173,0.0
0.59,0.23719438641913565,0.261525787754862,0.0
0.6,0.2110977080820266,0.24306393244873353,0.0
0.61,0.19130246512634935,0.2236553153320343,0.0
0.62,0.14519713034093074,0.2032251920512984,0.0
0.63,0.1163564046555603,0.18169073778241462,0.0
0.64,0.08899611312156547,0.15895992494303712,0.0
0.65,0.055488540410132625,0.1349302085128382,0.0
0.66,0.054282267792521044,0.10948697935145113,0.0
0.67,0.0298278319991227,0.08250173630149504,0.0
0.68,0.02653799758745473,0.05382991556091676,0.0
0.6900000000000001,0.010895365578427102,0.02330829993384942,0.0
0.7000000000000001,-0.008443908323281124,-0.009248090068355586,0.0
0.7100000000000001,0.000540742897549934,-0.044049748346574824,0.0
0.72,-0.016543167327244507,-0.0813372393589521,0.0
0.73,-0.009605504177277374,-0.12138676674261695,0.0
0.74,-0.011413194766632634,-0.16451702700194837,0.0
0.75,-0.02895054282267792,-0.21109770808202644,0.0
0.76,-0.016083634901487745,-0.2615601125854443,0.0
0.77,-0.026170871138616464,-0.31641055226307224,0.0
0.78,-0.03871038491062617,-0.37624739554775743,0.0
0.79,-0.02590614050203919,-0.4417829858119364,0.0
0.8,-0.028950542822677942,-0.5138721351025333,0.0
0.81,-0.035235858040759335,-0.5935496158974036,0.0
0.8200000000000001,-0.04195148103471387,-0.682080150113926,0.0
0.8300000000000001,-0.03462711984673246,-0.7810260412970984,0.0
0.8400000000000001,-0.03558504221954166,-0.8923401688781674,0.0
0.85,-0.03498190591073582,-1.0184961801367105,0.0
0.86,-0.041357918318111316,-1.1626744787179042,0.0
0.87,-0.034796325508026346,-1.3290340540038967,0.0
0.88,-0.032569360675512665,-1.5231202251708884,0.0
0.89,-0.020945279087619256,-1.752494791095515,0.0
0.9,-0.027744270205066354,-2.0277442702050665,0.0
0.91,-0.025733815842380388,-2.3641603002278524,0.0
0.92,-0.01809408926417372,-2.7846803377563347,0.0
0.93,-0.024814750990866816,-3.3253489574358115,0.0
0.9400000000000001,-0.032971451548049896,-4.046240450341781,0.0
0.9500000000000001,-0.04221954161640537,-5.05548854041014,0.0
0.9600000000000001,-0.05669481302774438,-6.569360675512679,0.0
0.97,-0.07679935665460387,-9.092480900683546,0.0
0.98,-0.11700844390832317,-14.138721351025318,0.0
0.99,-0.23763570566948108,-29.277442702050635,0.0
