bin_center,mean_predicted,observed_rate,count
0.05,0.04976521327366576,1.0,1
0.25,0.29509600762350685,1.0,1
0.35000000000000003,0.3549644538078647,0.0,2
0.45,0.47238365875451493,0.8181818181818182,11
0.55,0.5701209422553257,0.6524390243902439,164
0.6500000000000001,0.6510317596816123,0.7170263788968825,417
0.75,0.7345895156682604,0.6766467065868264,167
0.8500000000000001,0.8334417145421236,0.7142857142857143,49
0.95,0.9360518951527024,0.7647058823529411,17
