bin_center,mean_predicted,observed_rate,count
0.05,0.0024441747842421113,0.01984126984126984,252
0.15000000000000002,0.11772942764525846,0.0,2
0.25,0.25070837359878256,0.0,1
0.95,1.0,0.0,1
