bin_center,mean_predicted,observed_rate,count
0.25,0.26258083164440604,0.0,5
0.35000000000000003,0.36437791995191343,0.2727272727272727,11
0.45,0.4638867918875263,0.4634146341463415,41
0.55,0.5698171928580396,0.5746799431009957,703
0.6500000000000001,0.6446673225161513,0.635004397537379,1137
0.75,0.7384227614940702,0.7505827505827506,429
0.8500000000000001,0.8376863946549677,0.7844827586206896,116
0.95,0.9414053890573607,0.8974358974358975,39
