bin_center,mean_predicted,observed_rate,count
0.05,0.007867095050400463,0.03991130820399113,902
0.15000000000000002,0.14225727697003476,0.5333333333333333,15
0.25,0.23691624625541802,0.45454545454545453,11
0.35000000000000003,0.35759700210188655,0.42857142857142855,7
0.45,0.45585813905172134,0.6666666666666666,3
0.55,0.5304597085421164,1.0,2
0.8500000000000001,0.8464496847125249,1.0,4
0.95,0.976089982301571,0.8571428571428571,7
