feature,coef_raw,coef_abs
brs_min,-1.700372781016705,1.700372781016705
cv_pa_std,1.3286507307347197,1.3286507307347197
std_pa_mean,0.9000821130061905,0.9000821130061905
std_pa_max,-0.7667287178603437,0.7667287178603437
rsa_max,-0.5652604984426843,0.5652604984426843
rsa_mean,0.052412298881183206,0.052412298881183206
arv_std,-0.023763722766591427,0.023763722766591427
arv_mean,0.002463423983442461,0.002463423983442461
