event_type,curve,fpr,tpr,auc
hypotension,clinic_apparent,0.6451977401129944,0.9545454545454546,0.7505050505050506
hypotension,clinic_apparent,0.6497175141242938,0.9545454545454546,0.7505050505050506
hypotension,clinic_apparent,0.6519774011299435,0.9545454545454546,0.7505050505050506
hypotension,clinic_apparent,0.6587570621468927,0.9545454545454546,0.7505050505050506
hypotension,clinic_apparent,0.6587570621468927,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6610169491525424,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6677966101694915,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6734463276836158,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6757062146892655,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6779661016949152,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6802259887005649,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6824858757062147,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6847457627118644,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6870056497175141,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6892655367231638,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6903954802259887,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.6926553672316385,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7016949152542373,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.703954802259887,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7062146892655368,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7084745762711865,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7129943502824859,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7175141242937854,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7299435028248588,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7322033898305085,0.9696969696969697,0.7505050505050506
